Article,Category,"Name English","Description English","Name French","Description French","Name Dutch","Description Dutch",Status,"Purchase price",Price,"Old price","Tax rate",Units,Inventory,Weight,"EAN code",Condition,Home,"Web address"
"Big sizes men's shirts 25 kg",Men,"Big sizes men's shirts 25kg.  3,50 €/kg","Chemises homme grandes tailles 25kg.  3,50 €/kg","Mannen hemden grote maten 25kg.  3,50 €/kg","This article contains various big sizes shirts for man. (cream &amp; first quality)<div>They are all different models.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,50 €/kg.</div>","Cet article contient différentes chemises grandes tailles pour homme. (qualité crème et premier)<div>Ce sont tous des modèles différents.</div><div>Peut être disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,50 €/kg.</div>","Dit artikel bevat verschillende grote maten overhemden voor heren. (eerste keuze kwaliteit met creme)<div>Het zijn allemaal verschillende modellen.</div><div>Kan beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,50 €/kg.</div>",Available,0,87.5,112.5,21,,3,25,,Used,No,men/big-sizes-men-s-shirts-25kg-3-50-eur/kg
"Men belts 25 kg",Accessories,"Men belts 25kg.  7,00 €/kg","Ceintures hommes 25kg.  7,00 €/kg","Heren riemen 25kg.   7,00 €/kg","Men belts good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 7,00 €/kg.</div>","Ceintures hommes de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 25 kg. donc l'achat par boite/sac de 25 kg.&nbsp;</div><div>Le prix est de 7,00 €/kg.</div>","Heren riemen van goede kwaliteit voor winkel met creme kwaliteit.<div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 7,00 €/kg.</div>","Customers only",0,175.00,187.50,21,,1,25,,Used,No,accessories/men-belts-25kg-7-00-eur/kg
"Men summer shirts A. 25 kg",Men,"Men shirts A. 25kg. 3,60 €/kg","Chemises hommes A. 25kg. 3,60 €/kg","Heren hemden A. 25kg. 3,60 €/kg","This article contains different shirts short and long sleeves for men grade A.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 3,60 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div><div><br /></div>","Cet article contient différentes chemises manches courtes et longues pour hommes grade A.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,60 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div>","Dit artikel bevat verschillende overhemden korte en lange mouwen voor heren grade A.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,60 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>","Sold Out",0,90,95.00,21,,0,25,,Used,No,men/men-shirts-a-25kg-3-60-eur/kg
"Men anorak & jackets 25 kg","Men clothing","Men anorak & jackets 25 kg. 5,50 €/kg","vestes & anorak pour homme 25 kg. 5,50 €/kg","Heren jassen 25 kg. 5,50 €/kg","This article contains various winter jackets for men.&nbsp;<div>T<span style=\"font-size: 1em;\">hey are all different sizes and models.</span></div><div><span style=\"font-size: 1em;\">Can be available to ship or pick up usually the same day after receiving payment.</span></div><div><span style=\"font-size: 1em;\">The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</span></div><div><span style=\"font-size: 1em;\">Price is 5,50 €/kg.</span></div>","Cet article contient diverses vestes d'hiver pour hommes.&nbsp;<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 5,50 €/kg.</div>","Dit artikel bevat verschillende winterjassen voor heren.&nbsp;<div>Het zijn allemaal verschillende maten en modellen.</div><div>Is beschikbaar voor verzendig of afhaling, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 5,50 €/KG.</div>",Available,0,137.50,,21,,7,25,,Used,No,men-clothing/men-anorak-and-jackets
"Ladies summer blouses A. 25 kg",Ladies,"Ladies summer blouses A. 25kg.  3,60 €/kg","Blouses femmes été A. 25kg. 3,60 €/kg","Dames zomer hemden A. 25kg.  3,60 €/kg","This article contains different shirts for ladies grade A.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 3,60 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différentes chemises pour dames grade A.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,60 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende shirts voor dames grade A.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,60 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,90,,21,,2,25,,Used,No,ladies/ladies-summer-blouses-a-25kg-3-60-eur/kg
"Men pullovers 25 kg","Men clothing","Men pullovers 25kg.      4,20 €/kg","Pulls hommes 25kg.      4,20 €/kg","Heren truien 25kg.      4,20 €/kg","Men's pullovers good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is4,20 €/kg.</div>","Pulls hommes de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 4,20 €/kg.</div>","Heren truien van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 4,20 €/KG.</div>",Available,0,105.00,,21,,6,25,,Used,No,men-pullovers
"Ladies winter dresses 25 kg","Ladies clothing","Ladies winter dresses 25kg.      4,28 €/kg","Robes d'hiver dames 25kg.      4,28 €/kg","Dames winterjurken 25kg.      4,28 €/kg","Ladies winter dresses good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 4,28 €/kg.</div>","Robes d'hiver dames de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 4,28 €/kg.</div>","Dames winterjurken van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 4,28 €/KG.</div>",Available,0,107.00,146.25,21,,15,25,,Used,No,ladies-clothing/ladies-winter-dresses
"Men summer shirts cream 25 kg",Men,"Men shirts cream 25kg. 7,60 €/kg","Chemises hommes crème 25kg. 7,60 €/kg","Heren hemden creme 25kg. 7,60 €/kg","This article contains different shirts short and long sleeves for men cream quality.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 7,60 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différentes chemises manches courtes et longues pour hommes qualité crème.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 7,60 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende overhemden korte en lange mouwen voor heren van de beste creme kwaliteit<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 7,60 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,190,200,21,,3,25,,Used,No,men/men-shirts-25kg-7-60-eur/kg
"Ladies anorak & jackets 25 kg","Ladies clothing","Ladies anorak & jackets 25 kg. 3,90 €/kg","vestes & anorak pour femmes 25 kg. 3,90 €/kg","Dames jassen 25 kg. 3,90 €/kg","This article contains various winter jackets for woman.&nbsp;<div>T<span style=\"font-size: 1em;\">hey are all different sizes and models.</span></div><div><span style=\"font-size: 1em;\">Can be available to ship or pick up usually the same day after receiving payment.</span></div><div><span style=\"font-size: 1em;\">The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</span></div><div><span style=\"font-size: 1em;\">Price is 3,90 €/kg.</span></div>","Cet article contient diverses vestes d'hiver pour femmes.&nbsp;<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,90 €/kg.</div>","Dit artikel bevat verschillende winterjassen voor dames.&nbsp;<div>Het zijn allemaal verschillende maten en modellen.</div><div>Is beschikbaar voor verzendig of afhaling, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,90 €/KG.</div>",Available,0,97.50,4.25,21,,6,25,,Used,No,ladies-clothing/ladies-anorak
"Ladies summer blouses cream 25 kg",Ladies,"Ladies summer blouses cream 25kg. 8,40 €/kg.","Blouses femmes été crème 25kg. 8,40 €/kg","Dames zomer hemden creme 25kg.  8,40 €/kg","This article contains different shirts for ladies cream quality.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 8,40 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différentes chemises pour dames qualité crème.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 8,40 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende shirts voor dames kwaliteit crème.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 8,40 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>","Sold Out",0,210,,21,,0,25,,Used,No,ladies/ladies-summer-blouses-cream-25kg-8-40-eur/k
"Ladies summer dresses A. 25 kg",Ladies,"Ladies summer dresses A. 25kg. 3,50 €/kg","Robes d’été dames A. 25kg. 3,50 €/kg","Dames zomer jurken A. 25kg. 3,50 €/kg","This article contains various dresses grade A. quality for woman. Casual, nightlife, fashion...<div>They are all different sizes and models.</div><div>Available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,50 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différentes robes femme qualité grade A. Casual, vie nocturne, mode ...<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,50 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende jurken grade A. voor dames. Casual, nachtleven, mode ...<div>Ze zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,50 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,81.25,,21,,1,25,,Used,No,ladies/ladies-summer-dresses-a-25kg-3-50-eur/kg
